"","pais","sexo","rango_edad","tasa_suicidio"
"3910","Brazil"," Both sexes","10to19",2.7
"3911","Brazil"," Male","10to19",3.8
"3912","Brazil"," Female","10to19",1.6
"3913","Brunei Darussalam"," Both sexes","10to19",0.6
"3914","Brunei Darussalam"," Male","10to19",0.7
"3915","Brunei Darussalam"," Female","10to19",0.4
"3916","Bulgaria"," Both sexes","10to19",2.9
"3917","Bulgaria"," Male","10to19",4.2
"3918","Bulgaria"," Female","10to19",1.6
"3919","Burkina Faso"," Both sexes","10to19",3.1
"3920","Burkina Faso"," Male","10to19",4
"3921","Burkina Faso"," Female","10to19",2.1
"3922","Burundi"," Both sexes","10to19",5.7
"3923","Burundi"," Male","10to19",7.8
"3924","Burundi"," Female","10to19",3.6
"3925","Cabo Verde"," Both sexes","10to19",2.2
"3926","Cabo Verde"," Male","10to19",3.4
"3927","Cabo Verde"," Female","10to19",0.9
"3928","Cambodia"," Both sexes","10to19",2.4
"3929","Cambodia"," Male","10to19",3.1
"3930","Cambodia"," Female","10to19",1.6
"3931","Cameroon"," Both sexes","10to19",6.3
"3932","Cameroon"," Male","10to19",9.2
"3933","Cameroon"," Female","10to19",3.4
"3934","Canada"," Both sexes","10to19",5.1
"3935","Canada"," Male","10to19",5.9
"3936","Canada"," Female","10to19",4.2
"3937","Central African Republic"," Both sexes","10to19",3.8
"3938","Central African Republic"," Male","10to19",5.3
"3939","Central African Republic"," Female","10to19",2.3
"3940","Chad"," Both sexes","10to19",4.9
"3941","Chad"," Male","10to19",5.6
"3942","Chad"," Female","10to19",4.2
"3943","Chile"," Both sexes","10to19",4.9
"3944","Chile"," Male","10to19",6.6
"3945","Chile"," Female","10to19",3.1
"3946","China"," Both sexes","10to19",1.9
"3947","China"," Male","10to19",1.5
"3948","China"," Female","10to19",2.3
"3949","Colombia"," Both sexes","10to19",7.3
"3950","Colombia"," Male","10to19",9.6
"3951","Colombia"," Female","10to19",5
"3952","Comoros"," Both sexes","10to19",2.4
"3953","Comoros"," Male","10to19",3.1
"3954","Comoros"," Female","10to19",1.7
"3955","Congo"," Both sexes","10to19",2.6
"3956","Congo"," Male","10to19",3.7
"3957","Congo"," Female","10to19",1.5
"3958","Costa Rica"," Both sexes","10to19",4.4
"3959","Costa Rica"," Male","10to19",6.5
"3960","Costa Rica"," Female","10to19",2.3
"3961","Côte d'Ivoire"," Both sexes","10to19",8.1
"3962","Côte d'Ivoire"," Male","10to19",10.9
"3963","Côte d'Ivoire"," Female","10to19",5.2
"3964","Croatia"," Both sexes","10to19",3.4
"3965","Croatia"," Male","10to19",5.8
"3966","Croatia"," Female","10to19",0.9
"3967","Cuba"," Both sexes","10to19",2.4
"3968","Cuba"," Male","10to19",3.6
"3969","Cuba"," Female","10to19",1.2
"3970","Cyprus"," Both sexes","10to19",1.6
"3971","Cyprus"," Male","10to19",3.1
"3972","Cyprus"," Female","10to19",0
"3973","Czechia"," Both sexes","10to19",4
"3974","Czechia"," Male","10to19",5.6
"3975","Czechia"," Female","10to19",2.4
"3976","Democratic People's Republic of Korea"," Both sexes","10to19",4.4
"3977","Democratic People's Republic of Korea"," Male","10to19",3.6
"3978","Democratic People's Republic of Korea"," Female","10to19",5.3
"3979","Democratic Republic of the Congo"," Both sexes","10to19",3.3
"3980","Democratic Republic of the Congo"," Male","10to19",4.7
"3981","Democratic Republic of the Congo"," Female","10to19",1.9
"3982","Denmark"," Both sexes","10to19",2.2
"3983","Denmark"," Male","10to19",3.1
"3984","Denmark"," Female","10to19",1.3
"3985","Djibouti"," Both sexes","10to19",3.4
"3986","Djibouti"," Male","10to19",4.4
"3987","Djibouti"," Female","10to19",2.4
"3988","Dominican Republic"," Both sexes","10to19",3.8
"3989","Dominican Republic"," Male","10to19",5.3
"3990","Dominican Republic"," Female","10to19",2.2
"3991","Ecuador"," Both sexes","10to19",8.8
"3992","Ecuador"," Male","10to19",10
"3993","Ecuador"," Female","10to19",7.6
"3994","Egypt"," Both sexes","10to19",2.3
"3995","Egypt"," Male","10to19",3.4
"3996","Egypt"," Female","10to19",1.2
"3997","El Salvador"," Both sexes","10to19",10.9
"3998","El Salvador"," Male","10to19",14.2
"3999","El Salvador"," Female","10to19",7.6
"4000","Equatorial Guinea"," Both sexes","10to19",7.1
"4001","Equatorial Guinea"," Male","10to19",10.3
"4002","Equatorial Guinea"," Female","10to19",3.8
"4003","Eritrea"," Both sexes","10to19",2.2
"4004","Eritrea"," Male","10to19",3.4
"4005","Eritrea"," Female","10to19",0.9
"4006","Estonia"," Both sexes","10to19",8.4
"4007","Estonia"," Male","10to19",14.8
"4008","Estonia"," Female","10to19",1.6
"4009","Eswatini"," Both sexes","10to19",7.7
"4010","Eswatini"," Male","10to19",10.6
"4011","Eswatini"," Female","10to19",4.8
"4012","Ethiopia"," Both sexes","10to19",3.6
"4013","Ethiopia"," Male","10to19",5.3
"4014","Ethiopia"," Female","10to19",1.9
"4015","Fiji"," Both sexes","10to19",1.2
"4016","Fiji"," Male","10to19",0.9
"4017","Fiji"," Female","10to19",1.5
"4018","Finland"," Both sexes","10to19",4.9
"4019","Finland"," Male","10to19",6.8
"4020","Finland"," Female","10to19",2.8
"4021","France"," Both sexes","10to19",2.2
"4022","France"," Male","10to19",2.9
"4023","France"," Female","10to19",1.5
"4024","Gabon"," Both sexes","10to19",4.4
"4025","Gabon"," Male","10to19",7
"4026","Gabon"," Female","10to19",1.8
"4027","Gambia"," Both sexes","10to19",2.5
"4028","Gambia"," Male","10to19",2.7
"4029","Gambia"," Female","10to19",2.3
"4030","Georgia"," Both sexes","10to19",2.8
"4031","Georgia"," Male","10to19",4.4
"4032","Georgia"," Female","10to19",1
"4033","Germany"," Both sexes","10to19",2.6
"4034","Germany"," Male","10to19",3.3
"4035","Germany"," Female","10to19",1.8
"4036","Ghana"," Both sexes","10to19",1.9
"4037","Ghana"," Male","10to19",2.3
"4038","Ghana"," Female","10to19",1.4
"4039","Greece"," Both sexes","10to19",0.7
"4040","Greece"," Male","10to19",1.1
"4041","Greece"," Female","10to19",0.3
"4042","Grenada"," Both sexes","10to19",0
"4043","Grenada"," Male","10to19",0
"4044","Grenada"," Female","10to19",0
"4045","Guatemala"," Both sexes","10to19",3.1
"4046","Guatemala"," Male","10to19",2.6
"4047","Guatemala"," Female","10to19",3.6
"4048","Guinea"," Both sexes","10to19",2.7
"4049","Guinea"," Male","10to19",3
"4050","Guinea"," Female","10to19",2.4
"4051","Guinea-Bissau"," Both sexes","10to19",1.5
"4052","Guinea-Bissau"," Male","10to19",1.9
"4053","Guinea-Bissau"," Female","10to19",1.1
"4054","Guyana"," Both sexes","10to19",18.3
"4055","Guyana"," Male","10to19",18.2
"4056","Guyana"," Female","10to19",18.4
"4057","Haiti"," Both sexes","10to19",9.7
"4058","Haiti"," Male","10to19",10.4
"4059","Haiti"," Female","10to19",9.1
"4060","Honduras"," Both sexes","10to19",1.3
"4061","Honduras"," Male","10to19",1.5
"4062","Honduras"," Female","10to19",1.1
"4063","Hungary"," Both sexes","10to19",2.7
"4064","Hungary"," Male","10to19",4.1
"4065","Hungary"," Female","10to19",1.3
"4066","Iceland"," Both sexes","10to19",10.8
"4067","Iceland"," Male","10to19",21.2
"4068","Iceland"," Female","10to19",0
"4069","India"," Both sexes","10to19",11.2
"4070","India"," Male","10to19",7.8
"4071","India"," Female","10to19",15
"4072","Indonesia"," Both sexes","10to19",2
"4073","Indonesia"," Male","10to19",2.7
"4074","Indonesia"," Female","10to19",1.3
"4075","Iran (Islamic Republic of)"," Both sexes","10to19",2.8
"4076","Iran (Islamic Republic of)"," Male","10to19",2.3
"4077","Iran (Islamic Republic of)"," Female","10to19",3.3
"4078","Iraq"," Both sexes","10to19",1.2
"4079","Iraq"," Male","10to19",1.3
"4080","Iraq"," Female","10to19",1
"4081","Ireland"," Both sexes","10to19",4.1
"4082","Ireland"," Male","10to19",5.9
"4083","Ireland"," Female","10to19",2.2
"4084","Israel"," Both sexes","10to19",1.4
"4085","Israel"," Male","10to19",2.1
"4086","Israel"," Female","10to19",0.7
"4087","Italy"," Both sexes","10to19",1.4
"4088","Italy"," Male","10to19",1.8
"4089","Italy"," Female","10to19",0.9
"4090","Jamaica"," Both sexes","10to19",1.2
"4091","Jamaica"," Male","10to19",1.4
"4092","Jamaica"," Female","10to19",0.9
"4093","Japan"," Both sexes","10to19",4.8
"4094","Japan"," Male","10to19",6.6
"4095","Japan"," Female","10to19",3
"4096","Jordan"," Both sexes","10to19",1.1
"4097","Jordan"," Male","10to19",1.2
"4098","Jordan"," Female","10to19",1
"4099","Kazakhstan"," Both sexes","10to19",9.9
"4100","Kazakhstan"," Male","10to19",13.3
"4101","Kazakhstan"," Female","10to19",6.2
"4102","Kenya"," Both sexes","10to19",1.4
"4103","Kenya"," Male","10to19",2.4
"4104","Kenya"," Female","10to19",0.5
"4105","Kiribati"," Both sexes","10to19",16
"4106","Kiribati"," Male","10to19",24.2
"4107","Kiribati"," Female","10to19",7.3
"4108","Kuwait"," Both sexes","10to19",0.8
"4109","Kuwait"," Male","10to19",1.3
"4110","Kuwait"," Female","10to19",0.3
"4111","Kyrgyzstan"," Both sexes","10to19",7.3
"4112","Kyrgyzstan"," Male","10to19",8.7
"4113","Kyrgyzstan"," Female","10to19",5.9
"4114","Lao People's Democratic Republic"," Both sexes","10to19",6.3
"4115","Lao People's Democratic Republic"," Male","10to19",7.8
"4116","Lao People's Democratic Republic"," Female","10to19",4.8
"4117","Latvia"," Both sexes","10to19",5.4
"4118","Latvia"," Male","10to19",9.3
"4119","Latvia"," Female","10to19",1.3
"4120","Lebanon"," Both sexes","10to19",1
"4121","Lebanon"," Male","10to19",1
"4122","Lebanon"," Female","10to19",0.9
"4123","Lesotho"," Both sexes","10to19",9.7
"4124","Lesotho"," Male","10to19",8.8
"4125","Lesotho"," Female","10to19",10.6
"4126","Liberia"," Both sexes","10to19",2.1
"4127","Liberia"," Male","10to19",2.6
"4128","Liberia"," Female","10to19",1.5
"4129","Libya"," Both sexes","10to19",1.8
"4130","Libya"," Male","10to19",2.6
"4131","Libya"," Female","10to19",1
"4132","Lithuania"," Both sexes","10to19",8.1
"4133","Lithuania"," Male","10to19",13.4
"4134","Lithuania"," Female","10to19",2.5
"4135","Luxembourg"," Both sexes","10to19",4.8
"4136","Luxembourg"," Male","10to19",6.7
"4137","Luxembourg"," Female","10to19",2.9
"4138","Madagascar"," Both sexes","10to19",1.9
"4139","Madagascar"," Male","10to19",2.7
"4140","Madagascar"," Female","10to19",1.1
"4141","Malawi"," Both sexes","10to19",1.3
"4142","Malawi"," Male","10to19",2
"4143","Malawi"," Female","10to19",0.6
"4144","Malaysia"," Both sexes","10to19",1.9
"4145","Malaysia"," Male","10to19",2.9
"4146","Malaysia"," Female","10to19",0.9
"4147","Maldives"," Both sexes","10to19",1.2
"4148","Maldives"," Male","10to19",1
"4149","Maldives"," Female","10to19",1.4
"4150","Mali"," Both sexes","10to19",2.8
"4151","Mali"," Male","10to19",3.6
"4152","Mali"," Female","10to19",1.9
"4153","Malta"," Both sexes","10to19",4.8
"4154","Malta"," Male","10to19",4.2
"4155","Malta"," Female","10to19",5.3
"4156","Mauritania"," Both sexes","10to19",1.4
"4157","Mauritania"," Male","10to19",1.8
"4158","Mauritania"," Female","10to19",1
"4159","Mauritius"," Both sexes","10to19",3.7
"4160","Mauritius"," Male","10to19",7.4
"4161","Mauritius"," Female","10to19",0
"4162","Mexico"," Both sexes","10to19",4.2
"4163","Mexico"," Male","10to19",5.3
"4164","Mexico"," Female","10to19",3.1
"4165","Micronesia (Federated States of)"," Both sexes","10to19",10.8
"4166","Micronesia (Federated States of)"," Male","10to19",13.6
"4167","Micronesia (Federated States of)"," Female","10to19",7.8
"4168","Mongolia"," Both sexes","10to19",6.9
"4169","Mongolia"," Male","10to19",10.7
"4170","Mongolia"," Female","10to19",3.1
"4171","Montenegro"," Both sexes","10to19",2.4
"4172","Montenegro"," Male","10to19",4
"4173","Montenegro"," Female","10to19",0.6
"4174","Morocco"," Both sexes","10to19",1.1
"4175","Morocco"," Male","10to19",0.8
"4176","Morocco"," Female","10to19",1.5
"4177","Mozambique"," Both sexes","10to19",2.9
"4178","Mozambique"," Male","10to19",4.2
"4179","Mozambique"," Female","10to19",1.5
"4180","Myanmar"," Both sexes","10to19",4.7
"4181","Myanmar"," Male","10to19",3.3
"4182","Myanmar"," Female","10to19",6.2
"4183","Namibia"," Both sexes","10to19",4.6
"4184","Namibia"," Male","10to19",7.2
"4185","Namibia"," Female","10to19",2
"4186","Nepal"," Both sexes","10to19",6
"4187","Nepal"," Male","10to19",5
"4188","Nepal"," Female","10to19",7
"4189","Netherlands"," Both sexes","10to19",2.4
"4190","Netherlands"," Male","10to19",2.9
"4191","Netherlands"," Female","10to19",1.8
"4192","New Zealand"," Both sexes","10to19",11.2
"4193","New Zealand"," Male","10to19",14.2
"4194","New Zealand"," Female","10to19",8.1
"4195","Nicaragua"," Both sexes","10to19",11.6
"4196","Nicaragua"," Male","10to19",13.2
"4197","Nicaragua"," Female","10to19",10
"4198","Niger"," Both sexes","10to19",3.1
"4199","Niger"," Male","10to19",4
"4200","Niger"," Female","10to19",2.1
"4201","Nigeria"," Both sexes","10to19",4
"4202","Nigeria"," Male","10to19",4.3
"4203","Nigeria"," Female","10to19",3.7
"4204","Norway"," Both sexes","10to19",3
"4205","Norway"," Male","10to19",3.9
"4206","Norway"," Female","10to19",2.2
"4207","Oman"," Both sexes","10to19",1.4
"4208","Oman"," Male","10to19",2.4
"4209","Oman"," Female","10to19",0.4
"4210","Pakistan"," Both sexes","10to19",3.1
"4211","Pakistan"," Male","10to19",2.1
"4212","Pakistan"," Female","10to19",4.3
"4213","Panama"," Both sexes","10to19",3.5
"4214","Panama"," Male","10to19",5.5
"4215","Panama"," Female","10to19",1.4
"4216","Papua New Guinea"," Both sexes","10to19",5.2
"4217","Papua New Guinea"," Male","10to19",6.5
"4218","Papua New Guinea"," Female","10to19",3.8
"4219","Paraguay"," Both sexes","10to19",9.6
"4220","Paraguay"," Male","10to19",9.5
"4221","Paraguay"," Female","10to19",9.7
"4222","Peru"," Both sexes","10to19",2.8
"4223","Peru"," Male","10to19",2.9
"4224","Peru"," Female","10to19",2.6
"4225","Philippines"," Both sexes","10to19",2.5
"4226","Philippines"," Male","10to19",2.9
"4227","Philippines"," Female","10to19",2.1
"4228","Poland"," Both sexes","10to19",5.4
"4229","Poland"," Male","10to19",8.4
"4230","Poland"," Female","10to19",2.2
"4231","Portugal"," Both sexes","10to19",1.3
"4232","Portugal"," Male","10to19",1.9
"4233","Portugal"," Female","10to19",0.7
"4234","Qatar"," Both sexes","10to19",2.9
"4235","Qatar"," Male","10to19",4.7
"4236","Qatar"," Female","10to19",0.3
"4237","Republic of Korea"," Both sexes","10to19",4.4
"4238","Republic of Korea"," Male","10to19",4.9
"4239","Republic of Korea"," Female","10to19",3.9
"4240","Republic of Moldova"," Both sexes","10to19",7.1
"4241","Republic of Moldova"," Male","10to19",11.1
"4242","Republic of Moldova"," Female","10to19",2.9
"4243","Republic of North Macedonia"," Both sexes","10to19",1.9
"4244","Republic of North Macedonia"," Male","10to19",2.6
"4245","Republic of North Macedonia"," Female","10to19",1.2
"4246","Romania"," Both sexes","10to19",2.9
"4247","Romania"," Male","10to19",4.1
"4248","Romania"," Female","10to19",1.6
"4249","Russian Federation"," Both sexes","10to19",8.2
"4250","Russian Federation"," Male","10to19",11.9
"4251","Russian Federation"," Female","10to19",4.3
"4252","Rwanda"," Both sexes","10to19",3
"4253","Rwanda"," Male","10to19",4.1
"4254","Rwanda"," Female","10to19",1.9
"4255","Saint Lucia"," Both sexes","10to19",4.4
"4256","Saint Lucia"," Male","10to19",6.3
"4257","Saint Lucia"," Female","10to19",2.5
"4258","Saint Vincent and the Grenadines"," Both sexes","10to19",3
"4259","Saint Vincent and the Grenadines"," Male","10to19",3.1
"4260","Saint Vincent and the Grenadines"," Female","10to19",3
"4261","Samoa"," Both sexes","10to19",2.6
"4262","Samoa"," Male","10to19",3.6
"4263","Samoa"," Female","10to19",1.6
"4264","Sao Tome and Principe"," Both sexes","10to19",1.4
"4265","Sao Tome and Principe"," Male","10to19",1.7
"4266","Sao Tome and Principe"," Female","10to19",1.1
"4267","Saudi Arabia"," Both sexes","10to19",1.6
"4268","Saudi Arabia"," Male","10to19",2.4
"4269","Saudi Arabia"," Female","10to19",0.8
"4270","Senegal"," Both sexes","10to19",2.3
"4271","Senegal"," Male","10to19",3.4
"4272","Senegal"," Female","10to19",1.2
"4273","Serbia"," Both sexes","10to19",1.3
"4274","Serbia"," Male","10to19",2.2
"4275","Serbia"," Female","10to19",0.3
"4276","Seychelles"," Both sexes","10to19",1.5
"4277","Seychelles"," Male","10to19",2.1
"4278","Seychelles"," Female","10to19",0.9
"4279","Sierra Leone"," Both sexes","10to19",4.1
"4280","Sierra Leone"," Male","10to19",5.2
"4281","Sierra Leone"," Female","10to19",3
"4282","Singapore"," Both sexes","10to19",3.7
"4283","Singapore"," Male","10to19",4
"4284","Singapore"," Female","10to19",3.3
"4285","Slovakia"," Both sexes","10to19",2.5
"4286","Slovakia"," Male","10to19",4.1
"4287","Slovakia"," Female","10to19",0.9
"4288","Slovenia"," Both sexes","10to19",3
"4289","Slovenia"," Male","10to19",4.9
"4290","Slovenia"," Female","10to19",0.9
"4291","Solomon Islands"," Both sexes","10to19",4.7
"4292","Solomon Islands"," Male","10to19",6
"4293","Solomon Islands"," Female","10to19",3.2
"4294","Somalia"," Both sexes","10to19",2.4
"4295","Somalia"," Male","10to19",3
"4296","Somalia"," Female","10to19",1.8
"4297","South Africa"," Both sexes","10to19",4.2
"4298","South Africa"," Male","10to19",6.1
"4299","South Africa"," Female","10to19",2.3
"4300","South Sudan"," Both sexes","10to19",1.6
"4301","South Sudan"," Male","10to19",1.8
"4302","South Sudan"," Female","10to19",1.3
"4303","Spain"," Both sexes","10to19",1.5
"4304","Spain"," Male","10to19",2
"4305","Spain"," Female","10to19",1
"4306","Sri Lanka"," Both sexes","10to19",6.2
"4307","Sri Lanka"," Male","10to19",6.2
"4308","Sri Lanka"," Female","10to19",6.2
"4309","Sudan"," Both sexes","10to19",5.3
"4310","Sudan"," Male","10to19",6.8
"4311","Sudan"," Female","10to19",3.7
"4312","Suriname"," Both sexes","10to19",11.3
"4313","Suriname"," Male","10to19",10.2
"4314","Suriname"," Female","10to19",12.4
"4315","Sweden"," Both sexes","10to19",3.5
"4316","Sweden"," Male","10to19",4.5
"4317","Sweden"," Female","10to19",2.4
"4318","Switzerland"," Both sexes","10to19",4.1
"4319","Switzerland"," Male","10to19",5.8
"4320","Switzerland"," Female","10to19",2.4
"4321","Syrian Arab Republic"," Both sexes","10to19",0.7
"4322","Syrian Arab Republic"," Male","10to19",0.9
"4323","Syrian Arab Republic"," Female","10to19",0.5
"4324","Tajikistan"," Both sexes","10to19",1
"4325","Tajikistan"," Male","10to19",1.3
"4326","Tajikistan"," Female","10to19",0.8
"4327","Thailand"," Both sexes","10to19",5.6
"4328","Thailand"," Male","10to19",9.2
"4329","Thailand"," Female","10to19",1.8
"4330","Timor-Leste"," Both sexes","10to19",3
"4331","Timor-Leste"," Male","10to19",2.8
"4332","Timor-Leste"," Female","10to19",3.3
"4333","Togo"," Both sexes","10to19",4
"4334","Togo"," Male","10to19",5.3
"4335","Togo"," Female","10to19",2.8
"4336","Tonga"," Both sexes","10to19",2.5
"4337","Tonga"," Male","10to19",2.6
"4338","Tonga"," Female","10to19",2.3
"4339","Trinidad and Tobago"," Both sexes","10to19",7.3
"4340","Trinidad and Tobago"," Male","10to19",10.6
"4341","Trinidad and Tobago"," Female","10to19",3.8
